sentiment,content
neutral,sorri 19 femal atl lone
neutral,u win u alway roll pass lol anyon take
neutral,made myspac twitter name twitter kingdom link join
neutral,got back
happy,last weekend pretti solid brunch bar wellington hard screw steak egg though
neutral,peopl arnt braini well realli teacher put powerpoint book help alot
sad,pretti love sky background purpl highlight dull color great
happy,fb bore wanna sing right
sad,gorgeous day go work allll day gotta keep tell nyc
happy,good thing sick cough like ab workout mayb ab defin time better optim
neutral,boooo bet nice wallet
neutral,keep differ hour
sad,miss 70s show
neutral,hmmm mayb meant elud someth brand new know media
neutral,grown
happy,websit develop let also share video document map event later music
happy,iniesta still one player idol barca delight watch tell
neutral,tourney til next weekend
sad,undeni truth suck talk peopl good make connect come either strang distant
sad,caus fail pass refus sober
happy,alreadi feel like idiot phone make wors brandon say say right stuff
sad,twpp one told
sad,sober time get shit face
angry,impress might go away complain much x
neutral,
sad,oh well get back lot pictur
happy,play sudoku mommi make breakfast lunch
sad,thought hubbi deploy n got blue need stiff drink breastfeed booz ugh
happy,would never thing thing awesomer 15 minut walk work
neutral,ok im jealous wish bed
happy,hahahahaha rember ripe william pictur one clair mag beat zoe
happy,got home gym tenni first badminton eheh
happy,eerrrrrrrrr would say heart ur background though
neutral,mean need start
angry,lol adam bull fake outrag
angry,use multipl comb simultan like call impress work snap ohsnap daaamn
neutral,class right 1 week school
neutral,quit like god save king
happy,finali chanc came kill mwahaha ha cool ha xx
angry,u time 2 open snap u time 2 respond
happy,uhh congrat two year anniversari
neutral,play imag
neutral,learn aobut starwarsday thus 3 movi han solo shot first deal
sad,sit outsid cold ocean glass wine
angry,hate revis
sad,2 08 sleep thought b c im hungri whip pb j milk hope work
neutral,gotta leav earli like 7 20
sad,fml dad didnt leav moneyz 2 wait till get home call finish work
happy,mine twpp shadez
happy,yeah take care tonight tomorrow pay night easi
happy,christma episod genuin tear laughter
happy,self portrait week would like join
sad,beat accur power respect high qualiti high frequenc speaker extra desol relat fire ea sad
neutral,still work
happy,happi skool let today last day yippe r p jackson tyler morri alway love never forgotten
neutral,hello
happy,good
neutral,well think get call anytim soon paint nail
sad,srv voodoo child approxim 76 time better jimi guitar music blue
happy,love well
sad,stori life lost
neutral,must four guy sat rain
angry,plan may chang nooooooo
angry,tiangong 1 china first space laboratori come fieri end late 2017 averag decommiss satellit either burn
happy,need bit gbbo cheer terribl day
happy,optim lead success bill kerr success goal
neutral,around read bed
happy,today fun 333
sad,killer best bit disappoint last song cut short watch full iplay
neutral,tri tweetdeck seen twitter programm thought give tri
neutral,think plus everyon want see train could keep go obvious hope bounc back
happy,haha good slight geeki funni x
angry,wish could make hate commut sometim
happy,happi mother day
sad,im work super bore
happy,upload random fandom trailer youtub check also hd
angry,luv see man scowl face walk protein shaker clench fist immedi stop n suck dick
neutral,ping pathet mom best friend hell know talk mom bout everyth everythinggg
sad,mannn count mani time pr power grid need serious updat convers
sad,horror movi obsess esp campi 80s film troma wish work tomorrow
happy,well expect dinner lol jelli bean dessert good night teph 3
angry,hate comput much
happy,love babi
happy,photograph portrait shoot mode iphon 7 plus go frustrat 75 time delight 25 time
happy,summer realli end rain
happy,think 2016 realli need round vs twitter debat end someth joy ya know
happy,lindo absolut rule post pictur somewher time back work today
happy,smile respect give everyon
sad,media celebr king endors obama 08 12 critic endors trump want new civil right era sad
happy,love love love one day woman bodi good
angry,said final farewel roommat almost finish pack dc bust 3rd california divorc x 3
happy,yes oh gone bed minor soap marathon photo edit night 4 ohhh inn lake nice food
neutral,never tell mommi mean
happy,got great expect tomorrow gonna awesom
happy,tone voic like one direct thought timid yet play
happy,good morn peopl great day
happy,final found perfect matt lcd cleaner nix screen cleaner ftw
happy,see could possibl anoth choic
neutral,patchouli oil incens surg popular 1960s 1970s most among devote free love hippi lifestyl
neutral,talk nat
sad,health insur cover tms let know cover ect mentalhealth psycholog tms ect
neutral,talk
angry,hahah tiff sent
happy,go dear love janell
happy,thing chocol fan thought yhere
happy,lol nice love concert aha u gonna post pic
happy,new day live smile hope follow nice night day
sad,blackberri ran juic middl day miser twitter email beck call truli aw
happy,awww mari wish could come go away 2morrow
happy,watch final break final prison break episod great farewel prison break dear miss
sad,simpl greet unexpect peopl actual lighten mood ever happen
happy,cool 5 figur tweeter club
happy,readi go sleep hot room yey first time sleep huge bed excit
sad,attempt count day till return canada there alot
angry,straighten anoth 110 pound though seem pricey
happy,yep finish chock full spell grammat error clean tomorrow pop hehe
happy,well thank darl pleasur shop see first pic
happy,still shred optim rapid disappear howev
neutral,eat chicken kebab muffi chup watch meet sparta
happy,think like casual attend instead review might anoth issu felix thank
sad,500 season look point depress royal
sad,still tire due late night work b earli 2moro 4 work bad time
sad,hi everyon miss much muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
sad,shame freud follow implic
sad,hot wing cafe willyum mild spici bbq cur fri delici
happy,yeah tell ha ha
neutral,anyth
happy,happi b day sharon
sad,ugli betti sooooooo sad
angry,rey snarl frustrat anger steel claw flex danger utter damn word seem snap
happy,well impress technic skillz
happy,jess post hawt pic board j u check
happy,yes realli back wait day arriv final gale back pos
sad,aww miss
happy,two week extens contract readi done
happy,chick fil morn final must amj
happy,shecky95 happi mom day u well mani come
neutral,
neutral,alon
happy,make complet sens elat hear
happy,lol yep tell rhonda said happi mother day
happy,ahh haha cute togeth cutest coupl realli sweet
angry,sister douchebag
neutral,new colleg project want share hey mr bartend colleg project
neutral,odd want see weekend
happy,wow look bright
sad,well done yet 1 thing left huaaahhhhh jupaa resaaaa awa kaliaaannn
neutral,comon answer think friend drawn x
neutral,offens taken one mani controversi view guess
neutral,tri one
happy,happi mother mom
happy,yeah go makati cinema squar dad later haha
happy,love mummi everyth alway forev mummi dearest love nanni xx
angry,fu k heck move fridg knock landlord door angri mad
sad,im serious put word mouth bitch add sentenc say shit blood
neutral,get back togeth one album heard
happy,dark dens exhilar come final hellorhighwat grip watch
sad,popcorn fruitcak chocol
neutral,look new sms send solut get 6 free sms everi itagg
happy,happi mother day beach famili warm clear night beauti full moon
neutral,
happy,honor hear name breezi track hope u like shit drunk bowl
happy,issu broadband bill charg month sign airtel hilari
happy,know alexx debut big butt magazin come love
neutral,warm soy milk amazak cocoa powder agav
happy,new word day whoor lure yes new word cologn thank mike hard
neutral,there thing
happy,even
sad,sad duck day
angry,huge congratul nicol win big brother 18 bb18 sorri sorri bitter bbmichell
neutral,ppl dont miss follow superstar sunday
happy,yeah fun today regret take cup awesom must find one like
angry,youtub made fail right mayb hate
happy,excit see nat tonight happi cheeri even excit get social media bb18
angry,rang irish one drunk must confisc phone hate lot
happy,thank rememb sae make stuff
neutral,week drag bit essay write seasid im see eddi izzard tonight x
happy,still love sizzler though chuck nice doug benson paul scheer nick kroll love geek
neutral,want go shop tomorrow work buy thing know want
neutral,long goin sprint
neutral,geez 15 year think would check year ago
happy,hey fellow trojan congrat graduat
happy,finish color draw come
happy,watch nemecek go comput fun lol keed norm fun
sad,sar realli got
neutral,would far away
sad,yes love littl bit complic want bb doesnt work
neutral,top 20 way go green pretti help kinda cool actual
angry,king say matter fact came w psycho far affront
happy,last song american reject amaz song
happy,fun tonight
happy,time get readi work
happy,great time skywalk open gym tonight come everi wednesday 7 8 hillsboro train us opengym cheer tumbl
happy,happi mommi day
sad,sit home bore
neutral,get realli guilti
sad,miss puppi
neutral,airport didnt show tonight homo
neutral,real excit
sad,alo sad quiet empti tonight
happy,joe photograph famili rehears alway fun first coupl day least
sad,much day feet place day
happy,thank
happy,haha gross time come back tell yum vancouv malay spot soon go indian
happy,haha whole world lol
happy,ha nice german gonna get count jibberish
sad,yes gone enjoy
neutral,offic friday even
neutral,goodmorn night sleep well
neutral,got exam tuesday wish luck pray thank xxx
sad,headach boo
neutral,gone kirsti night anyth get hous
happy,wish watch video freez next weekend bring edea without die
angry,ok ident reveal black educ insult peopl state fact lol
sad,middl breakfast school call yep back get shey 3rd migrain week mayb one never went away
neutral,time start unfollow peopl think
angry,belittl kitti straight servic provok lift aboard wycelv
happy,age sinc ive shawarma stomach rejoic
happy,moment found smile
happy,dayum tweet r come fast like miss lot plz dm k oh 4 real
happy,might see god mother littl boy bit leon cute 3333
happy,tell bodi cheer death black peopl cop fear kill us
neutral,still read em
happy,omd 2 crack thank follow brian need leviti balanc cynic share w michael
neutral,got sniffl
angry,mind plug work patent got turn b c someon alreadi thought earplug benedryl
happy,sure heyday
angry,ef whichev butt wipe pull fire alarm davi bc sound asleep piss angri upset tire sad tire hangri
