sentiment,content
neutral,follow dm ya
neutral,watch marley
angry,got wind menforchoic infuri make sad generat
neutral,yeah agre btw check linuxoutlaw
neutral,think chroni meant ape call tr rajendran russel peter
neutral,free unlimit rington usa awesom 4 iphon
sad,suck serious hope feel better soon need come next week
sad,noth sad actual
neutral,may suggest
neutral,good night
neutral,great glad enjoy hope great day
sad,mobil web let look awesom though one read tweet anyway
neutral,u vers blaze 25mbps anyth download though
sad,think shop solv world problem leav atlanta tomorrow
neutral,hehe sure thing
angry,live order complet amaz life journey success
neutral,sorri bout cat
neutral,listen bust 3am miss
neutral,hope review site
sad,sarci usual
neutral,hasta ana twitter
neutral,plane go littl ride mtb monday may tower
neutral,suppos back sun via privat jet btw mite hav stay bymyself thnk god anoth week want bruno
sad,hot wing cafe willyum mild spici bbq cur fri delici
sad,ugh tire
neutral,stink anyway
sad,good luck design rememb littl peopl head bed goodnight
neutral,one come
neutral,husband girl
sad,sorri back food call name lol good hi sorri said sooner lol
sad,fast furious excel movi andi great guy time lol
sad,defin hard time cuz young never saw wrkd hard make car disabl
sad,thank found articl say cannot join uk though
angry,except josh like lame dude
neutral,go win heineken cup need know bet
neutral,nobobi behind think lead 14 8 far
neutral,say somebodi n e bodi pleas
neutral,nope
sad,wait till januari life fair
neutral,think go camp
sad,dream went evo fest
neutral,got nudg dian
angry,wasp sting itchi
neutral,get text
angry,okay reason buy app hate ea stand simciti rock though
sad,spring awaken cannot wait start last time ever boo sad time
angry,tip everyon stop offend end offend quit youredumb liveyourownlif
neutral,china copycar familiar look vehicl shanghai auto 2009 funni
neutral,
sad,go bed sooooo tire
sad,sorri
angry,kenni born\nm washington\nkenni fuck liar born fieri pit hell
sad,go stop tweet lsat studi
sad,aww horribl xd
neutral,want ice cream
neutral,head home long week wish someon onther market would follow
neutral,well pour rli rli wet
angry,autocorrect chang em resent great
angry,strong independ practic stop live world fantasi snap faster u get use realiti better
sad,like almost sholder
sad,im tire respons wish kid seem everyon around money anymor
neutral,love uniqu accordion thief buff thank
sad,depress
angry,wanna kill destroy want die want back emo scene anger fuck die hater
neutral,yes lol switch inspir side
neutral,work
sad,ipod die run charg
sad,starv alyssa mom would bring subway
neutral,back work go
neutral,in pay therapi dk
angry,thought albani wors ao leav
angry,account follow
angry,inpour letter die subsist check quaint virtuoso way toward fine huff l
neutral,sunshin back hair day new due
angry,finish play mahjong lost 38 mag weisheng
angry,fake peopl irrit
sad,suck thunder get readi shut
neutral,definit separ profession robber amateur one
neutral,band practic
neutral,mention bf bubbl wsop employe event 12 hrs aa work doubl next 6 week
sad,yeah feel funni caus slept enough woke mum caus sing impress
neutral,work hope enjoy day finger cross
angry,aahhh nyc placement start come look like upgrad wait yet anoth two week placement dread
sad,everyon seem love felt kinda lazi repet realli disappoint
sad,owww think tore someth leg
neutral,tri best
angry,aa right passag come n word insult church ignor
neutral,eat pie right yumm
neutral,practic vocal warm up breath method right way
neutral,yessir
sad,well twitt wait respons parti good time mayb day
neutral,like term today list better list
angry,ughhh go back tonight
sad,stupid competit stuff keep get way go get word today kill
neutral,clean desk found bet slip three month ago stuck tenner newcastl get releg money
neutral,dam wish celeb could frikken follow baaaaaaaaaaackkkkkkkk
angry,ugh suck
sad,lo siento dint enough room
angry,uber driver tri feel wrath
neutral,actual meant motorbik much tour commut possibl 90 min roundtrip kinda like tour
neutral,aww use littl much haa lazi shiit
sad,ya suffer whole day yesterday met dentist feel bit better still look like rocki balboa though
angry,fuckin luv incens fuck
sad,dangit lsu w 7 spot b7 lead southern 8 2 intent mention anyth got jinx anyhow
neutral,write
neutral,dang last url went
angry,hate cloudi either want sunni rain cloudi
sad,gus formal known world ugliest dog die miss gus
neutral,even drunk think use fake temporari mail address
sad,mow love mow
angry,gameday vs buford today 5 30 home never excit
neutral,hello ur saturday go
sad,twitter
neutral,go cook lamb chop lunch alway end coke pay day amaz much cook
sad,headach
angry,never seen fast furious tokyo drift boutta watch
sad,one want sit lunch guess buri head laptop continu anti social
sad,seen muffin two whole day
neutral,week stay grandmoth home lopatcong start new book tonight
neutral,thank
angry,excit watch allstar \n rupaul
angry,dear indian hard swallow tri swallow bitter pill pakistan number one test cricket
neutral,two tweet go 2345 tweet
neutral,noth wrong samantha
angry,neither one see madden
angry,say jayk pretti piss pretti much everyth right
neutral,thanx hun
neutral,readi homi actual ima work
neutral,wish could go gym
sad,alreadi miss mohawk
neutral,happi mother day mom
neutral,forgot move 100 east make 8 hour home
neutral,good one even w yao middl expect rocket play kobe hard noth mamba handl
sad,sit almost empti dorm wait jordan come take last thing say good bye graduat tomorrow
sad,miss feb 23rd 2008 best night whole entir fuck life rather live night win 1million
neutral,pretti well wide awak
neutral,seem ex barista common ftw
neutral,hav bet get 6 pack 35 day im day 3 sux
angry,fret guy mad elect might get real job
sad,sorri
sad,paid bill go mailbox find
sad,love day sky clear bird sing stuck offic window 9 hour
neutral,u via meet
angry,live small market deliv day old bread food bank time realli tough even
sad,heavili medic sleep ugh
neutral,noth
neutral,done wash cloth tire
angry,win war rage insid mind desir love roll someth
sad,came home think mayb someth good eat appar
angry,got angri tell would 40 year old guy look girl like felt
sad,dad tv loud get creep cuz im dodgi neighbourhood someon bush
neutral,hey u forgot
sad,see
neutral,sinc bog exam eugh least there 2 left britain got talent
angry,oje suck
angry,sunburn hurt
angry,absolut fume scratch car
sad,work work work get tire sudden nicol told say hi aww enthusiast hi paul
neutral,thank good starbuck ice coffe feel sluggish today think aw la weather
neutral,shop smart shop mart
neutral,wish everyon good night
neutral,cant even call nigga man bitch bogus shit yah digg
sad,one love brittani forgot flower
sad,pleas vote sympathi bgt
sad,sniff feel left grin
sad,holli steel bgt absolut excruci watch poor girl
neutral,one like monday
angry,lol could tri serious tho dont suck xx
neutral,scare mous figur scare mayb deal fear
neutral,enjoy springsteen see glastonburi june give us report get back
neutral,gratiss
neutral,none none option
angry,sometim get mad someth minuscul tri ruin somebodi life like lose job like get feder prison anger
angry,angri wanna cri
neutral,sassi grandma make pretti awesom mother day dinner
neutral,problem box made undernourish profession
sad,sad cannot listen sob
angry,gonna get tri catch z high school tomorrow realli suck wish grow
neutral,mmm thank u get stone eat that cool
neutral,got home school assign
neutral,head bed somewhat reluct look around 1 30 must dvds region 2
sad,2 leav mrs cuz go 2 work realli want
neutral,phone
sad,omg someon left voicemail work ffs let day
angry,dude hax0r 1 put final cut pro tell stabl
sad,lure foot massag
angry,went n bodega 4 incens lookd sis behind counter like mirror said u said said origin
sad,roxi feel well
neutral,know roger pretti sure agreement twitter
sad,good think fault though use buttermilk recip back flour
angry,anoth angri white man
sad,u feel shit nerv trip plastic telescop 6 40 yesti fell wall head still hurt
neutral,jake sign twitter
neutral,go chantal aunt
neutral,look vibrat phone like tri find feel
sad,intel gfx driver situat much better recent upgrad kernel 2 6 30rc4 driver git suspend work fewer mem leak
neutral,rural thailand 2630 consid posh
neutral,endless set list long gruel almost also sent gordo cell cuz longer communic internet 140
sad,fuck blink weezer one total forgot
sad,feel bad didnt get see
sad,facebook farm town becom slower slower
neutral,duckrac bath quit work especi duck polar bear seal whale
sad,soooo hungri wait bf get home car troubl wait mechan help
angry,want ghd straighten ship cost 50 pound deal
neutral,brighton work citi
angry,join pottermor sort hufflepuff
sad,life bore without
sad,nup cd either whole bunch zero one free
neutral,help jen monster energi drink crash
neutral,hang drink hot coco
sad,hi anybodi els problem karma site work
neutral,vote rob
neutral,hello may great day
sad,yuppp gonna get top soon got 2nd hole instead
sad,agh mine left new york last month
neutral,block end tri rememb later
neutral,musashi great rep go kitaro
neutral,hey facebook come check tell ur usernam add
angry,give someon power let word offend
neutral,good day k
neutral,littl get impress twitter copi topifi
neutral,need follow real quick caus dm
neutral,thingsmummysaid rollercoast multi storey car park without wall
angry,seem like everyon know ask comput help kill
neutral,listen reveng kiss get inspir think kristi realli dig though
sad,burfday alon
neutral,haha mate btw seen film call american histori x star edward norton
sad,littl sad school end today move go miss new friend year got hair cut
sad,bore well like one see havent got friend
sad,work freakin comput tri save stuff harddriv seem fail miser
sad,myweak love alway let negat peopl life
neutral,movi night kate
angry,keep crown shut mouth know non judgment mean
sad,today weigh lost 1 2 pound week depress
angry,perfect even way sort resent suspect lead doubl life perfect
sad,sit outsid cold ocean glass wine
sad,lost key mall took 45 min find
neutral,one becom bigger pain
neutral,ok know daisi love seen yet oh lord
angry,drop snapchat name bore swap pic
neutral,bye bye beard
neutral,brows nd watch barca win da champ leagu
sad,bum miss rock climb trip next week
neutral,mite articl trib bout portia keep eye
angry,know gon yell cuss upgrad u go
neutral,one actual composit film want real rain also let know go
angry,ouch use hate irat caller tri record get p ed etc
angry,earth send email annoy custom
sad,miss
angry,say compar other human lit fire burn
neutral,aah stop get updat home page saddd im guna follow work tswift
angry,hey jaym burn cuz talk go tomorrow
angry,hey ugh im sick summar
neutral,morn gmt 1 cult tour europ summer yay kick day listen record
